"","Vendedor","Data","Distância total percorrida (Em km)"
"2815","A195","2021-09-25",2.92
"2816","A196","2021-09-25",22.53
"2817","A209","2021-09-25",1.72
"2818","A225","2021-09-25",0
"2819","A227","2021-09-25",4.67
"2820","A230","2021-09-25",0.98
"2821","A233","2021-09-25",0
"2822","A235","2021-09-25",3.83
"2823","A243","2021-09-25",1.89
"2824","A244","2021-09-25",1.59
"2825","A252","2021-09-25",0
"2826","A253","2021-09-25",1.49
"2827","A255","2021-09-25",2.45
"2828","A287","2021-09-25",0
"2829","A302","2021-09-25",7.14
"2830","A304","2021-09-25",0
"2831","A305","2021-09-25",0
"2832","A306","2021-09-25",13.48
"2833","A307","2021-09-25",3.12
"2834","A334","2021-09-25",4.97
"2835","A364","2021-09-25",0
"2836","A365","2021-09-25",0
"2837","A366","2021-09-25",0
"2838","A368","2021-09-25",0
"2839","A378","2021-09-25",0
"2840","A379","2021-09-25",0
"2841","A382","2021-09-25",0
"2842","A402","2021-09-25",0
"2843","A405","2021-09-25",0
"2844","A406","2021-09-25",0
"2845","A408","2021-09-25",0
"2846","A410","2021-09-25",0
"2847","A417","2021-09-25",0
"2848","A422","2021-09-25",0
"2849","A429","2021-09-25",6.27
"2850","A431","2021-09-25",0
"2851","A432","2021-09-25",0
"2852","A433","2021-09-25",23.33
"2853","A445","2021-09-25",0
"2854","A446","2021-09-25",0
"2855","A460","2021-09-25",0
"2856","A466","2021-09-25",0
"2857","A469","2021-09-25",0
"2858","A510","2021-09-25",0
"2859","A511","2021-09-25",13.8
"2860","A544","2021-09-25",4.57
"2861","A546","2021-09-25",0
"2862","A547","2021-09-25",0
"2863","A605","2021-09-25",55.67
"2864","A606","2021-09-25",0
"2865","A611","2021-09-25",0
"2866","A613","2021-09-25",0
"2867","A614","2021-09-25",0
"2868","A674","2021-09-25",64.88
"2869","A680","2021-09-25",66.82
"2870","A711","2021-09-25",2.19
"2871","A712","2021-09-25",3.71
"2872","A713","2021-09-25",1.8
"2873","A714","2021-09-25",75.62
"2874","A715","2021-09-25",69.67
"2875","A716","2021-09-25",4.87
"2876","A717","2021-09-25",18.62
"2877","A718","2021-09-25",14.03
"2878","A720","2021-09-25",1.99
"2879","A721","2021-09-25",0
"2880","A722","2021-09-25",0
"2881","A723","2021-09-25",1.97
"2882","A724","2021-09-25",0.8
"2883","A725","2021-09-25",44.01
"2884","A727","2021-09-25",6.05
"2885","A728","2021-09-25",2.04
"2886","A729","2021-09-25",0
"2887","A730","2021-09-25",12.09
"2888","A732","2021-09-25",6.25
"2889","A733","2021-09-25",0
"2890","A736","2021-09-25",3.92
"2891","A738","2021-09-25",0
"2892","A739","2021-09-25",0
"2893","A740","2021-09-25",3.71
"2894","A741","2021-09-25",0
"2895","A742","2021-09-25",0
"2896","A744","2021-09-25",0
"2897","A745","2021-09-25",0
"2898","A748","2021-09-25",0
"2899","A750","2021-09-25",0
"2900","A751","2021-09-25",0
"2901","A756","2021-09-25",0
"2902","A785","2021-09-25",4.09
"2903","A786","2021-09-25",7.4
"2904","A793","2021-09-25",0
"2905","A796","2021-09-25",9.39
"2906","A797","2021-09-25",7.9
"2907","A798","2021-09-25",4.14
"2908","A801","2021-09-25",4.95
"2909","A802","2021-09-25",67.09
"2910","A804","2021-09-25",0
"2911","A838","2021-09-25",4.22
"2912","A839","2021-09-25",0
"2913","A841","2021-09-25",0
"2914","A842","2021-09-25",0
"2915","A843","2021-09-25",0
"2916","A844","2021-09-25",0
"2917","A845","2021-09-25",0
"2918","A850","2021-09-25",0
"2919","A851","2021-09-25",0
"2920","A852","2021-09-25",5.63
"2921","A853","2021-09-25",0
"2922","A855","2021-09-25",3.52
"2923","A856","2021-09-25",5.31
"2924","A858","2021-09-25",7.76
"2925","A859","2021-09-25",0
"2926","A995","2021-09-25",0
"2927","A997","2021-09-25",0
"2928","A999","2021-09-25",25.24
"2929","A001","2021-09-27",26.08
"2930","A002","2021-09-27",15.38
"2931","A003","2021-09-27",41.36
"2932","A005","2021-09-27",3.34
"2933","A007","2021-09-27",29.98
"2934","A008","2021-09-27",21.32
"2935","A009","2021-09-27",4.29
"2936","A010","2021-09-27",1.45
"2937","A011","2021-09-27",10.42
"2938","A012","2021-09-27",26.45
"2939","A013","2021-09-27",4.27
"2940","A014","2021-09-27",5.1
"2941","A015","2021-09-27",4.88
"2942","A016","2021-09-27",5.04
"2943","A017","2021-09-27",11.6
"2944","A018","2021-09-27",17.95
"2945","A019","2021-09-27",26.15
"2946","A020","2021-09-27",1.8
"2947","A021","2021-09-27",4.95
"2948","A036","2021-09-27",4.45
"2949","A037","2021-09-27",27.03
"2950","A038","2021-09-27",14.67
"2951","A039","2021-09-27",101.82
"2952","A041","2021-09-27",10.69
"2953","A042","2021-09-27",4.53
"2954","A043","2021-09-27",8.59
"2955","A044","2021-09-27",6.65
"2956","A046","2021-09-27",51.5
"2957","A047","2021-09-27",3.3
"2958","A048","2021-09-27",10.28
"2959","A049","2021-09-27",11.49
"2960","A051","2021-09-27",9.76
"2961","A053","2021-09-27",0
"2962","A054","2021-09-27",7.2
"2963","A056","2021-09-27",2.12
"2964","A057","2021-09-27",15.26
"2965","A059","2021-09-27",7.14
"2966","A060","2021-09-27",4.18
"2967","A061","2021-09-27",23.69
"2968","A062","2021-09-27",3.25
"2969","A063","2021-09-27",5.81
"2970","A064","2021-09-27",24.46
"2971","A065","2021-09-27",42
"2972","A066","2021-09-27",24.42
"2973","A067","2021-09-27",33.23
"2974","A068","2021-09-27",13.06
"2975","A069","2021-09-27",8.32
"2976","A070","2021-09-27",13.79
"2977","A071","2021-09-27",4.31
"2978","A073","2021-09-27",15.97
"2979","A074","2021-09-27",40.75
"2980","A075","2021-09-27",74.33
"2981","A076","2021-09-27",67.37
"2982","A077","2021-09-27",6.98
"2983","A078","2021-09-27",10.78
"2984","A079","2021-09-27",4.18
"2985","A080","2021-09-27",44.35
"2986","A081","2021-09-27",32.08
"2987","A082","2021-09-27",5.55
"2988","A083","2021-09-27",28.93
"2989","A084","2021-09-27",23.95
"2990","A095","2021-09-27",0
"2991","A098","2021-09-27",0
"2992","A099","2021-09-27",0
"2993","A170","2021-09-27",4.97
"2994","A190","2021-09-27",21.8
"2995","A192","2021-09-27",5.09
"2996","A193","2021-09-27",11.01
"2997","A194","2021-09-27",12.74
"2998","A195","2021-09-27",1.95
"2999","A196","2021-09-27",28.13
"3000","A209","2021-09-27",2.25
"3001","A225","2021-09-27",0
"3002","A227","2021-09-27",11.16
"3003","A230","2021-09-27",3.88
"3004","A233","2021-09-27",0
"3005","A235","2021-09-27",6.17
"3006","A243","2021-09-27",5.25
"3007","A244","2021-09-27",4.3
"3008","A252","2021-09-27",0
"3009","A253","2021-09-27",3.53
"3010","A255","2021-09-27",4.15
"3011","A287","2021-09-27",0
"3012","A302","2021-09-27",6.22
"3013","A304","2021-09-27",0
"3014","A305","2021-09-27",0
"3015","A306","2021-09-27",18.42
"3016","A307","2021-09-27",61.39
"3017","A334","2021-09-27",9.69
"3018","A364","2021-09-27",0
"3019","A365","2021-09-27",0
"3020","A366","2021-09-27",0
"3021","A368","2021-09-27",0
"3022","A378","2021-09-27",0
"3023","A379","2021-09-27",0
"3024","A382","2021-09-27",0
"3025","A402","2021-09-27",0
"3026","A405","2021-09-27",0
"3027","A406","2021-09-27",0
"3028","A408","2021-09-27",0
"3029","A410","2021-09-27",0
"3030","A417","2021-09-27",0
"3031","A422","2021-09-27",0
"3032","A429","2021-09-27",52.8
"3033","A431","2021-09-27",0
"3034","A432","2021-09-27",0
"3035","A433","2021-09-27",12.84
"3036","A445","2021-09-27",0
"3037","A446","2021-09-27",0
"3038","A460","2021-09-27",0
"3039","A466","2021-09-27",0
"3040","A469","2021-09-27",0
"3041","A510","2021-09-27",0
"3042","A511","2021-09-27",5.66
"3043","A544","2021-09-27",6.54
"3044","A546","2021-09-27",0
"3045","A547","2021-09-27",0
"3046","A605","2021-09-27",13.58
"3047","A606","2021-09-27",0
"3048","A611","2021-09-27",0
"3049","A613","2021-09-27",0
"3050","A614","2021-09-27",0
"3051","A674","2021-09-27",4.85
"3052","A680","2021-09-27",70.35
"3053","A711","2021-09-27",3.02
"3054","A712","2021-09-27",3.68
"3055","A713","2021-09-27",3.39
"3056","A714","2021-09-27",8.11
"3057","A715","2021-09-27",27.82
"3058","A716","2021-09-27",26.71
"3059","A717","2021-09-27",23.74
"3060","A718","2021-09-27",2.18
"3061","A720","2021-09-27",6.76
"3062","A721","2021-09-27",67.89
"3063","A722","2021-09-27",17.52
"3064","A723","2021-09-27",4.69
"3065","A724","2021-09-27",7.95
"3066","A725","2021-09-27",13.6
"3067","A727","2021-09-27",9.44
"3068","A728","2021-09-27",4.24
"3069","A729","2021-09-27",0.88
"3070","A730","2021-09-27",25.87
"3071","A732","2021-09-27",14.28
"3072","A733","2021-09-27",0
"3073","A736","2021-09-27",4.41
"3074","A738","2021-09-27",0
"3075","A739","2021-09-27",0
"3076","A740","2021-09-27",7.52
"3077","A741","2021-09-27",0
"3078","A742","2021-09-27",0
"3079","A744","2021-09-27",0
"3080","A745","2021-09-27",0
"3081","A748","2021-09-27",0
"3082","A750","2021-09-27",0
"3083","A751","2021-09-27",0
"3084","A756","2021-09-27",0
"3085","A785","2021-09-27",6.72
"3086","A786","2021-09-27",10.8
"3087","A793","2021-09-27",0
"3088","A796","2021-09-27",5.53
"3089","A797","2021-09-27",6.88
"3090","A798","2021-09-27",4.99
"3091","A801","2021-09-27",5.68
"3092","A802","2021-09-27",31.69
"3093","A804","2021-09-27",0
"3094","A838","2021-09-27",50.4
"3095","A839","2021-09-27",0
"3096","A841","2021-09-27",0
"3097","A842","2021-09-27",0
"3098","A843","2021-09-27",0
"3099","A844","2021-09-27",0
"3100","A845","2021-09-27",0
"3101","A850","2021-09-27",0
"3102","A851","2021-09-27",0
"3103","A852","2021-09-27",4.78
"3104","A853","2021-09-27",5.11
"3105","A855","2021-09-27",2.7
"3106","A856","2021-09-27",6.44
"3107","A858","2021-09-27",31.37
"3108","A859","2021-09-27",0
"3109","A995","2021-09-27",0
"3110","A997","2021-09-27",0
"3111","A999","2021-09-27",5.54
"3112","A001","2021-09-28",46.69
"3113","A002","2021-09-28",10.02
"3114","A003","2021-09-28",9.92
"3115","A005","2021-09-28",1.35
"3116","A007","2021-09-28",15
"3117","A008","2021-09-28",17.36
"3118","A009","2021-09-28",3.08
"3119","A010","2021-09-28",2.53
"3120","A011","2021-09-28",8.57
"3121","A012","2021-09-28",18.81
"3122","A013","2021-09-28",29.13
"3123","A014","2021-09-28",52.62
"3124","A015","2021-09-28",5.89
"3125","A016","2021-09-28",1.11
"3126","A017","2021-09-28",5.48
"3127","A018","2021-09-28",11.56
"3128","A019","2021-09-28",24.23
"3129","A020","2021-09-28",7.96
"3130","A021","2021-09-28",3.05
"3131","A036","2021-09-28",14.43
"3132","A037","2021-09-28",22.97
"3133","A038","2021-09-28",10.51
"3134","A039","2021-09-28",27.72
"3135","A041","2021-09-28",4.24
"3136","A042","2021-09-28",4.92
"3137","A043","2021-09-28",4.17
"3138","A044","2021-09-28",2.3
"3139","A046","2021-09-28",12.2
"3140","A047","2021-09-28",5.29
"3141","A048","2021-09-28",5.53
"3142","A049","2021-09-28",6.29
"3143","A051","2021-09-28",28.23
"3144","A053","2021-09-28",11.68
"3145","A054","2021-09-28",10.13
"3146","A056","2021-09-28",0.69
"3147","A057","2021-09-28",4.8
"3148","A059","2021-09-28",21.3
"3149","A060","2021-09-28",3.28
"3150","A061","2021-09-28",24.99
"3151","A062","2021-09-28",4.77
"3152","A063","2021-09-28",6.81
"3153","A064","2021-09-28",12.58
"3154","A065","2021-09-28",20.89
"3155","A066","2021-09-28",26.62
"3156","A067","2021-09-28",39.19
"3157","A068","2021-09-28",12.47
"3158","A069","2021-09-28",6.38
"3159","A070","2021-09-28",17.15
"3160","A071","2021-09-28",13.82
"3161","A073","2021-09-28",7.89
"3162","A074","2021-09-28",8.69
"3163","A075","2021-09-28",3.97
"3164","A076","2021-09-28",3.64
"3165","A077","2021-09-28",1.82
"3166","A078","2021-09-28",29.37
"3167","A079","2021-09-28",3.35
"3168","A080","2021-09-28",11.61
"3169","A081","2021-09-28",38.76
"3170","A082","2021-09-28",69.58
"3171","A083","2021-09-28",4.8
"3172","A084","2021-09-28",24.5
"3173","A095","2021-09-28",0
"3174","A098","2021-09-28",0
"3175","A099","2021-09-28",0
"3176","A170","2021-09-28",4.31
"3177","A190","2021-09-28",15.09
"3178","A192","2021-09-28",7.37
"3179","A193","2021-09-28",3.84
"3180","A194","2021-09-28",14.42
"3181","A195","2021-09-28",4.72
"3182","A196","2021-09-28",32.07
"3183","A209","2021-09-28",4.91
"3184","A225","2021-09-28",0
"3185","A227","2021-09-28",8.39
"3186","A230","2021-09-28",2.36
"3187","A233","2021-09-28",0
"3188","A235","2021-09-28",12.81
"3189","A243","2021-09-28",4.46
"3190","A244","2021-09-28",3.19
"3191","A252","2021-09-28",0
"3192","A253","2021-09-28",5.35
"3193","A255","2021-09-28",4.83
"3194","A287","2021-09-28",0
"3195","A302","2021-09-28",7.48
"3196","A304","2021-09-28",0
"3197","A305","2021-09-28",0
"3198","A306","2021-09-28",9.36
"3199","A307","2021-09-28",53.54
"3200","A334","2021-09-28",17.29
"3201","A364","2021-09-28",0
"3202","A365","2021-09-28",0
"3203","A366","2021-09-28",0
"3204","A368","2021-09-28",0
"3205","A378","2021-09-28",0
"3206","A379","2021-09-28",0
"3207","A382","2021-09-28",0
"3208","A402","2021-09-28",0
"3209","A405","2021-09-28",0
"3210","A406","2021-09-28",0
"3211","A408","2021-09-28",0
"3212","A410","2021-09-28",0
"3213","A417","2021-09-28",0
"3214","A422","2021-09-28",0
"3215","A429","2021-09-28",5.21
"3216","A431","2021-09-28",0
"3217","A432","2021-09-28",0
"3218","A433","2021-09-28",0
"3219","A445","2021-09-28",0
"3220","A446","2021-09-28",0
"3221","A460","2021-09-28",0
"3222","A466","2021-09-28",0
"3223","A469","2021-09-28",0
"3224","A510","2021-09-28",0
"3225","A511","2021-09-28",3.46
"3226","A544","2021-09-28",7.45
"3227","A546","2021-09-28",0
"3228","A547","2021-09-28",0
"3229","A605","2021-09-28",3.79
"3230","A606","2021-09-28",0
"3231","A611","2021-09-28",0
"3232","A613","2021-09-28",0
"3233","A614","2021-09-28",0
"3234","A674","2021-09-28",10.12
"3235","A680","2021-09-28",51.67
"3236","A711","2021-09-28",4.28
"3237","A712","2021-09-28",3.67
"3238","A713","2021-09-28",10.79
"3239","A714","2021-09-28",60.98
"3240","A715","2021-09-28",48.41
"3241","A716","2021-09-28",18.75
"3242","A717","2021-09-28",13.24
"3243","A718","2021-09-28",2.93
"3244","A720","2021-09-28",18.09
"3245","A721","2021-09-28",130.22
"3246","A722","2021-09-28",9.38
"3247","A723","2021-09-28",2.96
"3248","A724","2021-09-28",4.83
"3249","A725","2021-09-28",9.81
"3250","A727","2021-09-28",0
"3251","A728","2021-09-28",14.17
"3252","A729","2021-09-28",3.02
"3253","A730","2021-09-28",13.15
"3254","A732","2021-09-28",6.01
"3255","A733","2021-09-28",0
"3256","A736","2021-09-28",4.62
"3257","A738","2021-09-28",0
"3258","A739","2021-09-28",0
"3259","A740","2021-09-28",4.71
"3260","A741","2021-09-28",0
"3261","A742","2021-09-28",0
"3262","A744","2021-09-28",0
"3263","A745","2021-09-28",0
"3264","A748","2021-09-28",0
"3265","A750","2021-09-28",0
"3266","A751","2021-09-28",0
"3267","A756","2021-09-28",0
"3268","A785","2021-09-28",4.35
"3269","A786","2021-09-28",5.97
"3270","A793","2021-09-28",0
"3271","A796","2021-09-28",4.51
"3272","A797","2021-09-28",5.66
"3273","A798","2021-09-28",6
"3274","A801","2021-09-28",5.65
"3275","A802","2021-09-28",14.86
"3276","A804","2021-09-28",0
"3277","A838","2021-09-28",8.72
"3278","A839","2021-09-28",0
"3279","A841","2021-09-28",0
"3280","A842","2021-09-28",0
"3281","A843","2021-09-28",0
"3282","A844","2021-09-28",0
"3283","A845","2021-09-28",0
"3284","A850","2021-09-28",0
"3285","A851","2021-09-28",0
"3286","A852","2021-09-28",5.15
"3287","A853","2021-09-28",5.45
"3288","A855","2021-09-28",3.36
"3289","A856","2021-09-28",20.9
"3290","A858","2021-09-28",11.68
"3291","A859","2021-09-28",0
"3292","A995","2021-09-28",0
"3293","A997","2021-09-28",0
"3294","A999","2021-09-28",22.49
"3295","A001","2021-09-29",53.9
"3296","A002","2021-09-29",13.45
"3297","A003","2021-09-29",13.63
"3298","A005","2021-09-29",11.72
"3299","A007","2021-09-29",18.74
"3300","A008","2021-09-29",18.9
"3301","A009","2021-09-29",0.46
"3302","A010","2021-09-29",3.5
"3303","A011","2021-09-29",34.28
"3304","A012","2021-09-29",26.18
"3305","A013","2021-09-29",22.95
"3306","A014","2021-09-29",49.91
"3307","A015","2021-09-29",6.15
"3308","A016","2021-09-29",18.73
"3309","A017","2021-09-29",4.63
"3310","A018","2021-09-29",20.46
"3311","A019","2021-09-29",26.33
"3312","A020","2021-09-29",2.28
"3313","A021","2021-09-29",5.83
"3314","A036","2021-09-29",11.2
"3315","A037","2021-09-29",25.44
"3316","A038","2021-09-29",4.74
"3317","A039","2021-09-29",56.33
"3318","A041","2021-09-29",5.88
"3319","A042","2021-09-29",3.76
"3320","A043","2021-09-29",7.11
"3321","A044","2021-09-29",0
"3322","A046","2021-09-29",5.22
"3323","A047","2021-09-29",4.46
"3324","A048","2021-09-29",15.44
"3325","A049","2021-09-29",6.51
"3326","A051","2021-09-29",0
"3327","A053","2021-09-29",0
"3328","A054","2021-09-29",5.47
"3329","A056","2021-09-29",0
"3330","A057","2021-09-29",9.49
"3331","A059","2021-09-29",0
"3332","A060","2021-09-29",4.06
"3333","A061","2021-09-29",4.63
"3334","A062","2021-09-29",2.54
"3335","A063","2021-09-29",9.33
"3336","A064","2021-09-29",5.16
"3337","A065","2021-09-29",22.85
"3338","A066","2021-09-29",22.08
"3339","A067","2021-09-29",21.36
"3340","A068","2021-09-29",13.43
"3341","A069","2021-09-29",5.86
"3342","A070","2021-09-29",6.39
"3343","A071","2021-09-29",7.79
"3344","A073","2021-09-29",1.37
"3345","A074","2021-09-29",5.48
"3346","A075","2021-09-29",105.57
"3347","A076","2021-09-29",5.24
"3348","A077","2021-09-29",6.6
"3349","A078","2021-09-29",12.07
"3350","A079","2021-09-29",38.32
"3351","A080","2021-09-29",62.26
"3352","A081","2021-09-29",51.96
"3353","A082","2021-09-29",0
"3354","A083","2021-09-29",18.76
"3355","A084","2021-09-29",20.64
"3356","A095","2021-09-29",0
"3357","A098","2021-09-29",0
"3358","A099","2021-09-29",0
"3359","A170","2021-09-29",7.66
"3360","A190","2021-09-29",28.45
"3361","A192","2021-09-29",8.28
"3362","A193","2021-09-29",7.47
"3363","A194","2021-09-29",14.73
"3364","A195","2021-09-29",3.5
"3365","A196","2021-09-29",18.74
"3366","A209","2021-09-29",2.46
"3367","A225","2021-09-29",0
"3368","A227","2021-09-29",17.15
"3369","A230","2021-09-29",1.54
"3370","A233","2021-09-29",0
"3371","A235","2021-09-29",2.44
"3372","A243","2021-09-29",3.01
"3373","A244","2021-09-29",1.67
"3374","A252","2021-09-29",0
"3375","A253","2021-09-29",4.24
"3376","A255","2021-09-29",3.79
"3377","A287","2021-09-29",0
"3378","A302","2021-09-29",10.34
"3379","A304","2021-09-29",0
"3380","A305","2021-09-29",0
"3381","A306","2021-09-29",17.36
"3382","A307","2021-09-29",32.94
"3383","A334","2021-09-29",12.28
"3384","A364","2021-09-29",0
"3385","A365","2021-09-29",0
"3386","A366","2021-09-29",0
"3387","A368","2021-09-29",0
"3388","A378","2021-09-29",0
"3389","A379","2021-09-29",0
"3390","A382","2021-09-29",0
"3391","A402","2021-09-29",0
"3392","A405","2021-09-29",0
"3393","A406","2021-09-29",0
"3394","A408","2021-09-29",0
"3395","A410","2021-09-29",0
"3396","A417","2021-09-29",0
"3397","A422","2021-09-29",0
"3398","A429","2021-09-29",18.31
"3399","A431","2021-09-29",0
"3400","A432","2021-09-29",0
"3401","A433","2021-09-29",0
"3402","A445","2021-09-29",0
"3403","A446","2021-09-29",0
"3404","A460","2021-09-29",0
"3405","A466","2021-09-29",0
"3406","A469","2021-09-29",0
"3407","A510","2021-09-29",0
